ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description
ENSDARG00000092903	141.0462733	-0.529721853	0.191992152	-2.759080761	0.005796421	0.087059122	C18H15orf48	zgc:153317 [Source:ZFIN;Acc:ZDB-GENE-060825-309]
ENSDARG00000104068	21199.97398	-0.327595979	0.118770734	-2.758221379	0.005811682	0.087238408	gstp1	glutathione S-transferase pi 1 [Source:ZFIN;Acc:ZDB-GENE-020806-4]
ENSDARG00000037285	2656.176699	-0.360040656	0.130603902	-2.756737365	0.005838122	0.087503901	mipa	major intrinsic protein of lens fiber a [Source:ZFIN;Acc:ZDB-GENE-040801-41]
ENSDARG00000039517	1162.546433	-0.24295032	0.088137365	-2.756496293	0.005842427	0.087503901	c8b	"complement component 8, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-070912-163]"
ENSDARG00000043035	471.0475282	-0.332989695	0.120821654	-2.75604319	0.005850527	0.08757101	capn3b	calpain 3b [Source:ZFIN;Acc:ZDB-GENE-041001-149]
ENSDARG00000043635	682.671776	-0.255696943	0.092824408	-2.754630475	0.005875846	0.087849752	cmc2	C-x(9)-C motif containing 2 [Source:NCBI gene;Acc:368857]
ENSDARG00000013317	10985.33519	-0.268747895	0.097601308	-2.7535276	0.00589568	0.087995873	pygmb	"phosphorylase, glycogen, muscle b [Source:ZFIN;Acc:ZDB-GENE-040426-1206]"
ENSDARG00000094752	401.224187	-0.310124595	0.112659371	-2.752763415	0.005909458	0.088025894	rpe65b	retinoid isomerohydrolase RPE65 b [Source:NCBI gene;Acc:100002865]
ENSDARG00000103394	1801.244424	-0.201987461	0.073378172	-2.752691349	0.005910759	0.088025894	kif5ba	"kinesin family member 5B, a [Source:ZFIN;Acc:ZDB-GENE-070629-2]"
ENSDARG00000041417	5597.177441	-0.214975892	0.07810705	-2.752323771	0.005917399	0.088050901	atp6ap1a	ATPase H+ transporting accessory protein 1a [Source:ZFIN;Acc:ZDB-GENE-090312-136]
ENSDARG00000101566	180.3587138	-0.425230358	0.154650809	-2.749616114	0.005966512	0.088515627	CR769772.4	
ENSDARG00000039652	502.449321	-0.273250045	0.099379707	-2.749555752	0.005967611	0.088515627	si:dkey-235d18.5	si:dkey-235d18.5 [Source:ZFIN;Acc:ZDB-GENE-041014-243]
ENSDARG00000007024	2546.001028	-0.230942816	0.084054839	-2.74752552	0.006004684	0.088914725	uox	urate oxidase [Source:NCBI gene;Acc:436604]
ENSDARG00000070486	66.81909684	-0.839524561	0.305761382	-2.745685395	0.006038464	0.089213543	rbp7b	"retinol binding protein 7b, cellular [Source:ZFIN;Acc:ZDB-GENE-081022-134]"
ENSDARG00000056732	655.4986016	-0.261094294	0.09512924	-2.744627149	0.006057968	0.089451337	her4.1	"hairy-related 4, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-980526-521]"
ENSDARG00000014532	469.7360182	-0.303168103	0.110483532	-2.744011678	0.006069338	0.089568817	aida	"axin interactor, dorsalization associated [Source:NCBI gene;Acc:393763]"
ENSDARG00000054288	211.1692302	-0.458228106	0.167167586	-2.741130124	0.006122825	0.089953424	zgc:63972	zgc:63972 [Source:NCBI gene;Acc:572862]
ENSDARG00000054150	246.1145758	-0.356309409	0.12997669	-2.741333141	0.006119043	0.089953424	cx23	connexin 23 [Source:NCBI gene;Acc:541419]
ENSDARG00000058115	4289.865394	-0.160896262	0.058696922	-2.741136267	0.006122711	0.089953424	fgfr2	fibroblast growth factor receptor 2 [Source:NCBI gene;Acc:352940]
ENSDARG00000098153	318.6806987	-0.498199402	0.181874667	-2.739245715	0.006158033	0.090354674	lhfpl2b	LHFPL tetraspan subfamily member 2b [Source:ZFIN;Acc:ZDB-GENE-050417-10]
ENSDARG00000061635	1168.006581	-0.334856349	0.122249798	-2.739115767	0.006160468	0.090354674	myo5aa	myosin VAa [Source:ZFIN;Acc:ZDB-GENE-041027-2]
ENSDARG00000090980	695.6804958	-0.340915702	0.124529653	-2.737626685	0.006188428	0.090706775	apof	apolipoprotein F [Source:ZFIN;Acc:ZDB-GENE-031204-36]
ENSDARG00000113557	24.83483512	-1.123896891	0.410664946	-2.736773376	0.006204502	0.090797505	fam167b	family with sequence similarity 167 member B [Source:ZFIN;Acc:ZDB-GENE-131121-390]
ENSDARG00000041925	30810.28207	-0.281532124	0.102895218	-2.736105031	0.006217118	0.090907644	cryba2b	"crystallin, beta A2b [Source:ZFIN;Acc:ZDB-GENE-040718-324]"
ENSDARG00000110054	83.01494507	-0.766212968	0.280203978	-2.734482835	0.006247835	0.09122813	BX294659.1	"glutamate receptor, ionotropic, N-methyl D-aspartate 2Cb [Source:NCBI gene;Acc:100333648]"
ENSDARG00000112084	165.844653	-0.522034196	0.191013082	-2.732976149	0.006276488	0.091544614	copz2	"coatomer protein complex, subunit zeta 2 [Source:ZFIN;Acc:ZDB-GENE-000406-5]"
ENSDARG00000059596	1025.181632	-0.269135007	0.098474938	-2.733030478	0.006275453	0.091544614	clip2	CAP-GLY domain containing linker protein 2 [Source:ZFIN;Acc:ZDB-GENE-100727-3]
ENSDARG00000115074	27.15625324	-1.196519999	0.437853232	-2.732696511	0.006281819	0.091571465	BX465202.2	si:ch211-14a17.10 [Source:NCBI gene;Acc:567822]
ENSDARG00000039173	5.957295467	-3.319157637	1.215039182	-2.731728891	0.006300296	0.091689729	ctslb	cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]
ENSDARG00000006010	479.1843568	-0.292593256	0.107109339	-2.731724979	0.006300371	0.091689729	bmi1a	bmi1 polycomb ring finger oncogene 1a [Source:NCBI gene;Acc:321505]
ENSDARG00000098720	256.8950514	-0.397303029	0.145478154	-2.731015057	0.006313959	0.091834287	FP245456.1	lipoprotein lipase-like [Source:NCBI gene;Acc:101884800]
ENSDARG00000112613	3886.199051	-0.366537666	0.13429622	-2.729322295	0.006346464	0.092206467	CR352234.2	"filamin A, alpha (actin binding protein 280) [Source:NCBI gene;Acc:562529]"
ENSDARG00000006456	353.8904505	-0.396748107	0.145374894	-2.72913772	0.006350018	0.092207038	pdgfrl	platelet-derived growth factor receptor-like [Source:ZFIN;Acc:ZDB-GENE-040426-901]
ENSDARG00000053485	23643.23086	-0.186279561	0.068320815	-2.726541857	0.006400183	0.092832733	aldh6a1	"aldehyde dehydrogenase 6 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-9192]"
ENSDARG00000095339	522.2371124	-0.295904407	0.108556472	-2.72581083	0.006414375	0.092884538	si:dkeyp-44a8.4	si:dkeyp-44a8.4 [Source:ZFIN;Acc:ZDB-GENE-070705-543]
ENSDARG00000096829	627.1642222	-0.440059546	0.161569406	-2.723656399	0.006456364	0.093221716	blvrb	biliverdin reductase B [Source:ZFIN;Acc:ZDB-GENE-030131-1516]
ENSDARG00000070620	444.2963121	-0.304553869	0.111811458	-2.723816276	0.006453239	0.093221716	grin2db	"glutamate receptor, ionotropic, N-methyl D-aspartate 2D, b [Source:ZFIN;Acc:ZDB-GENE-100920-7]"
ENSDARG00000077112	814.6691284	-0.27255895	0.100065249	-2.723812244	0.006453318	0.093221716	si:ch211-180f4.1	si:ch211-180f4.1 [Source:ZFIN;Acc:ZDB-GENE-080327-27]
ENSDARG00000005823	2340.090687	-0.254516096	0.093451062	-2.72352277	0.006458976	0.093221716	slc39a10	solute carrier family 39 member 10 [Source:NCBI gene;Acc:393644]
ENSDARG00000037695	85.61064165	-0.895302246	0.328986773	-2.721392835	0.006500746	0.093772991	pcdh2aa1	protocadherin 2 alpha a 1 [Source:ZFIN;Acc:ZDB-GENE-041118-13]
ENSDARG00000008100	2042.410963	-0.167138422	0.061444448	-2.720154999	0.006525132	0.093969783	slc7a10a	solute carrier family 7 member 10a [Source:ZFIN;Acc:ZDB-GENE-080116-1]
ENSDARG00000059582	320.9010239	-0.319240694	0.117391969	-2.719442359	0.006539209	0.094120849	sowahcb	sosondowah ankyrin repeat domain family Cb [Source:ZFIN;Acc:ZDB-GENE-061215-96]
ENSDARG00000061272	4006.60278	-0.171553118	0.063098777	-2.718802579	0.00655187	0.09425138	BX294434.1	solute carrier family 41 member 1 [Source:NCBI gene;Acc:564564]
ENSDARG00000099871	456.1279591	-0.336654265	0.123931547	-2.716453333	0.00659855	0.09476702	myo7aa	myosin VIIAa [Source:ZFIN;Acc:ZDB-GENE-020709-1]
ENSDARG00000008982	4800.070736	-0.21840428	0.080424137	-2.715655889	0.006614463	0.094891684	casq2	calsequestrin 2 [Source:ZFIN;Acc:ZDB-GENE-010724-12]
ENSDARG00000109562	146.6323095	-0.470603702	0.173323806	-2.715170593	0.006624164	0.094978926	glra4a	"glycine receptor, alpha 4a [Source:ZFIN;Acc:ZDB-GENE-010410-3]"
ENSDARG00000103903	545.9272042	-0.268866127	0.099047286	-2.714522911	0.006637131	0.09506096	LO017650.1	cadherin-10-like [Source:NCBI gene;Acc:100534755]
ENSDARG00000114738	129.242167	-0.637143831	0.235028246	-2.7109245	0.00670959	0.095837201	BX005399.10	E3 ubiquitin-protein ligase RBBP6-like [Source:NCBI gene;Acc:100006889]
ENSDARG00000017466	1192.268443	-0.257550017	0.09500338	-2.710956368	0.006708945	0.095837201	ncam2	neural cell adhesion molecule 2 [Source:ZFIN;Acc:ZDB-GENE-010822-1]
ENSDARG00000077513	391.8055332	-0.329020346	0.121389751	-2.71044585	0.006719282	0.095862729	ppp1r3da	"protein phosphatase 1, regulatory subunit 3Da [Source:ZFIN;Acc:ZDB-GENE-080204-75]"
ENSDARG00000111118	9869.453127	-0.172804601	0.063758594	-2.710295056	0.006722338	0.095862729	AL935186.6	
ENSDARG00000087867	190.1700526	-0.454937005	0.167929967	-2.709087677	0.006746851	0.096160031	SLC2A13	proton myo-inositol cotransporter-like [Source:NCBI gene;Acc:101882338]
ENSDARG00000034011	157.0143378	-0.460100468	0.169884481	-2.708313698	0.006762607	0.096210478	BX664715.1	"gamma-aminobutyric acid (GABA) A receptor, alpha 5 [Source:NCBI gene;Acc:799124]"
ENSDARG00000106630	1340.62117	-0.221111968	0.081645558	-2.708193481	0.006765057	0.096210478	LO018627.1	
ENSDARG00000112133	58.29744336	-1.128771154	0.41742713	-2.70411546	0.006848649	0.097188586	CR354373.1	nuclear factor of activated T cells 3a [Source:NCBI gene;Acc:561772]
ENSDARG00000073747	1346.479523	-0.320502766	0.118594466	-2.702510307	0.006881805	0.097553584	si:dkey-1j5.4	si:dkey-1j5.4 [Source:ZFIN;Acc:ZDB-GENE-130603-91]
ENSDARG00000030349	15860.05308	-0.234394557	0.086763195	-2.701543643	0.006901842	0.097784793	cryba2a	"crystallin, beta A2a [Source:ZFIN;Acc:ZDB-GENE-040625-8]"
ENSDARG00000109930	147.8289015	-0.564192435	0.208987271	-2.69964975	0.006941251	0.098131187	popdc2	popeye domain containing 2 [Source:NCBI gene;Acc:793666]
ENSDARG00000070573	3096.163625	-0.138072336	0.051142279	-2.699768936	0.006938765	0.098131187	mapk3	mitogen-activated protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-040121-1]
ENSDARG00000057833	84.73586252	-0.558553842	0.20712436	-2.69670763	0.007002873	0.098895787	gulp1b	GULP PTB domain containing engulfment adaptor 1b [Source:ZFIN;Acc:ZDB-GENE-120228-2]
ENSDARG00000058394	834.3891534	-0.243485128	0.090398884	-2.693452823	0.007071615	0.099705595	tagln3b	transgelin 3b [Source:ZFIN;Acc:ZDB-GENE-030131-4199]
ENSDARG00000006399	5937.609935	-0.158648796	0.058899579	-2.693547195	0.007069614	0.099705595	ywhae1	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-779]"
